kri_data_point_id,kri_name,formula;;
"MRFA4700_1,Financial assets at fair value through other comprehensive income: Fair value level 2,""COALESCE({T(F_14.00)R(0101)C(0020)},{SPE.DPI(MRFA4700)})""";;
"CRMAT_A231,Absolute volume of CRE portfolio,""COALESCE(SUM({T(F_18.00.a)R(0140,0903,0923)C(0010)}), SUM({T(F_18.00.a.dp)R(0140)C(0010)}))""";;
"BSFL0800,Provisions,""COALESCE({T(F_01.02)R(0170)C(0010)},{T(F_01.02.dp)R(0170)C(0010)},{SPE.DPI(BSFL0800)})""";;
"LIQV0018,1Y senior unsecured securities spread (in basis points),""COALESCE({T(C_69.00.a)R(0035)C(0110)S(0010)}, {SPE.DPI(C69R050C110)})""";;
MRCE2907,Multiplication factor (ms) x average of previous 60 working days (VaRavg): Total amount for general risk,{T(C_24.00)R(0100)C(0030)};;
"CRED139,Allowances / Total loans,""COALESCE(DIVIDE(-SUM({T(F_18.00.b)R(0070,0191,0221)C(0130)}),SUM({T(F_18.00.a)R(0070,0191,0221)C(0010)})),DIVIDE(-SUM({T(F_18.00.b.dp)R(0070,0191,0221)C(0130)}),SUM({T(F_18.00.a.dp)R(0070,0191,0221)C(0010)})))""";;
"CRFA0400,Loans and advances past due >90 days but not impaired,""COALESCE(SUM({T(F_18.00.a)R(0005,0070,0191,0221)C(0055,0070,0080,0090,0101,0102,0106,0107)}),SUM({T(F_18.00.a_dp)R(0070,0191,0221)C(0070)}))""";;
"LIQ55,Liquidity buffer quality ratio,""DIVIDE({LIQV0106}, {LIQV0001})""";;
"LIQV0039,Other items providing CBC,""COALESCE({T(C_71.00.a)R(0120)C(0080)S(0010)}, {SPE.DPI(C71R120C080)})""";;
"CRFA0709,Impaired loans and advances. Households,""COALESCE(sum({T(F_07.01)R(0170)C(0070,0080,0090)}),{SPE.DPI(CRFA0709)})""";;
"BSFA4200,""Total Assets, excluding non-Financial"",""COALESCE(SUM({T(F_01.01)R(0380)C(0010)},-SUM({T(F_01.01)R(0270,0300,0330,0360)C(0010)})),SUM({T(F_01.01.dp)R(0380)C(0010)},-SUM({T(F_01.01.dp)R(0270,0300,0330,0360)C(0010)})))""";;
"LEV001,""Total leverage ratio exposure (TLRE) measure, fully phased-in T1 capital"",{T(C_47.00)R(0290)C(0010)}";;
"BSFL2000,Financial liabilities measured at amortised cost: Subordinated liabilities,""COALESCE(SUM({T(F_08.02)R(0030)C(0020,0030)}),SUM({T(F_08.02.dp)R(0030)C(0020,0030)}))""";;
"CRED172,Credit risk capital requirements: IRB exposure classes excluding securitisation positions: Institutions,""DIVIDE({CACE1306}*12.5, SUM({CACE0100}, {CACE0200})*12.5)""";;
"LIQ261,Backtesting Planned vs Actual Long-term Debt Securities,""IFN({LIQV0149}=0 AND {LIQV0142}=0,0,IFN({LIQV0142}=0,1,DIVIDE({LIQV0149}-{LIQV0142},{LIQV0142})))""";;
LIQV0003,Encumbered assets,{T(F_32.01)R(0010)C(0010)}+{T(F_32.02.a)R(0130)C(0010)};;
"MRFA1100,Financial assets held for trading: Loans and advances,""COALESCE(SUM({T(F_01.01)R(0090,0095)C(0010)}),SUM({T(F_01.01.dp)R(0090,0095)C(0010)}),{SPE.DPI(MRFA1100)})""";;
"MARK133_C,Share of total general government exposures maturing beyond 5 years divided by total general government exposures,""DIVIDE(SUM({T(C_33.00.a)R(0220,0230)C(0030-0070)S(x1)}),{MARK139})""";;
"LIQV0053,1W covered bonds spread (in basis points),""COALESCE({T(C_69.00.a)R(0065)C(0030)S(0010)}, {SPE.DPI(C69R060C030)})""";;
"CRMAT_A131,Absolute volume of Households Other than Secured by RRE and Credit for consumption portfolio,""SUM(COALESCE(SUM({T(F_18.00.a)R(0150,0197,0227)C(0010)}),SUM({T(F_18.00.a.dp)R(0150,0197,0227)C(0010)})),-SUM(COALESCE(SUM({T(F_18.00.a)R(0160,0910,0930,0170,0913,0933)C(0010)}),SUM({T(F_18.00.a.dp)R(0160,0170)C(0010)}))))""";;
"CAP2,Tier 1 ratio (Tier 1 / Risk Weighted Assets),""DIVIDE({CACO0200}, {CACE0900})""";;
"CRED242,Evolution: Breakdown of total loans by NACE economic sector - Households: lending for house purchase,""DIVIDE({CRNA1122}-{CRNA1122[T-1Y]}, {CRNA1122[T-1Y]})""";;
"MR_NRMR_FWL_1,Potential impacts coming from non regulatory market risks to Total CET1,""COALESCE(IFN(IFN(__attribute('ECBM_ENT', 'ACCOUNTFRAME')='IFRS',1,IFN(__attribute('ECBM_ENT', 'ACCOUNTFRAME')='nGAAP' AND __attribute('ECBM_ENT', 'ACCOUNTFRAMESOLO')='IFRS',0,IFN(__attribute('ECBM_ENT', 'ACCOUNTFRAMESOLO')='IFRS',1,0)))=1  OR __attribute('ECBM_ENT','SENDER') = 'ES2', {MR_NRMR_EQR_FWL_1}, -DIVIDE(SUM({T(F_01.01)R(0172,0235)C(0010)})*0.4,{T(C_01.00)R(0020)C(0010)})), IFN(__attribute('ECBM_ENT', 'ACCOUNTFRAME', 'IFRS')=1 OR __attribute('ECBM_ENT','SENDER') = 'ES2', {MR_NRMR_EQR_FWL_1}, -DIVIDE(SUM({T(F_01.01.dp)R(0172,0235)C(0010)})*0.4,{T(C_01.00)R(0020)C(0010)})))""";;
"IDCARD530,Profit and loss before tax,""COALESCE(SUM({T(F_02.00)R(0610,0633,0650)C(0010)}),SUM({T(F_02.00.dp)R(0610,0633,0650)C(0010)}))""";;
"OPER86,""Ratio total loss amount for clients, products and business practices to total operational risk capital requirements"",""DIVIDE({ORCE1613}, {CACE0500})""";;
"CRED112,Evolution of total loans by NACE economic sector / Total loans by type of NACE economic sector Non-financial Corporations,""DIVIDE(SUM({CRNA111A}, {CRNA111B}, {CRNA111C}, {CRNA111D}, {CRNA111E}, {CRNA111F}, {CRNA111G}, {CRNA111H}, {CRNA111I}, {CRNA111J}, {CRNA111L}, {CRNA111M}, {CRNA111N}, {CRNA111O}, {CRNA111P}, {CRNA111Q}, {CRNA111R}, {CRNA111S}) - SUM({CRNA111A[T-1Y]}, {CRNA111B[T-1Y]}, {CRNA111C[T-1Y]}, {CRNA111D[T-1Y]}, {CRNA111E[T-1Y]}, {CRNA111F[T-1Y]}, {CRNA111G[T-1Y]}, {CRNA111H[T-1Y]}, {CRNA111I[T-1Y]}, {CRNA111J[T-1Y]}, {CRNA111L[T-1Y]}, {CRNA111M[T-1Y]}, {CRNA111N[T-1Y]}, {CRNA111O[T-1Y]}, {CRNA111P[T-1Y]}, {CRNA111Q[T-1Y]}, {CRNA111R[T-1Y]}, {CRNA111S[T-1Y]}), SUM({CRNA111A[T-1Y]}, {CRNA111B[T-1Y]}, {CRNA111C[T-1Y]}, {CRNA111D[T-1Y]}, {CRNA111E[T-1Y]}, {CRNA111F[T-1Y]}, {CRNA111G[T-1Y]}, {CRNA111H[T-1Y]}, {CRNA111I[T-1Y]}, {CRNA111J[T-1Y]}, {CRNA111L[T-1Y]}, {CRNA111M[T-1Y]}, {CRNA111N[T-1Y]}, {CRNA111O[T-1Y]}, {CRNA111P[T-1Y]}, {CRNA111Q[T-1Y]}, {CRNA111R[T-1Y]}, {CRNA111S[T-1Y]}))""";;
"LIQV0029,10Y secured funding spread (in basis points),""COALESCE({T(C_69.00.a)R(0045)C(0170)S(0010)}, {SPE.DPI(C69R040C170)})""";;
"PRFI0300_ANNUAL,Auxiliary KRI for IRRBB168,""SUM({PRFI0300}, ifn({MF_FYE}=0, 0, ifn({MF_FYE}=3, {PRFI0300[T-1Q]}-{PRFI0300[T-1Y]}, ifn({MF_FYE}=6, {PRFI0300[T-2Q]}-{PRFI0300[T-1Y]}, ifn({MF_FYE}=9, {PRFI0300[T-3Q]}-{PRFI0300[T-1Y]}, 1/0)))))""";;
"MARK61,Market risk capital requirements / Own Funds,""DIVIDE({CACE0400}, {CACO0100})""";;
"MR_RMR_FRTB_27,General interest rate risk (GIRR) net sensitivity in relation to OFR,""DIVIDE({T(C_91.00)R(0020)C(0030)},{T(C_91.00)R(0020)C(0190)})""";;
IRRBB175,Change in the forecasted net interest income  after a parallel interest rate decrease of 200bps divided by Tier 1 Capital,For the formula specification please see the latest version of SUBA derived variables and indicators: https://darwin.escb.eu/livelink/livelink/app/nodes/1878940265;;
"CRED392_B_LSI,Identification of LSI Performing View Methodology,""IFN(__attribute('ECBM_ENT', 'SENDER')='ES2',1,IFN(__attribute('ECBM_ENT', 'ACCOUNTFRAME', 'IFRS')=1  OR __attribute('ECBM_ENT', 'ACCOUNTFRAMESOLO', 'IFRS')=1 ,1,IFN((__attribute('ECBM_ENT', 'ACCOUNTFRAME', 'nGAAP')=1 OR __attribute('ECBM_ENT', 'ACCOUNTFRAMESOLO', 'nGAAP')=1) AND (__attribute('ECBM_ENT', 'FINREP_TYPE_SOLO', 'DATAPOINTS')=0 OR __attribute('ECBM_ENT', 'FINREP_TYPE_CONS', 'DATAPOINTS')=0)	,2,3)))""";;
"PROF6,ROE (after tax),""DIVIDE(SUM({PRFI1100}, {PRFI2000}), {BSFE0100})""";;
"IRRBB255,Pass-through rate of NMD over 1 year horizon for NMD retail NON-transactional (parallel down),""SUM({T(J_08.00.b)R(0130)C(0060)S(*)}*DIVIDE({T(J_08.00.a)R(0040)C(0010)S(*)},SUM({T(J_08.00.a)R(0040)C(0010)S(*)})))""";;
"PROF3,ROA (Total profit or loss after tax / Total assets),""DIVIDE(SUM({PRFI1100}, {PRFI2000}), {BSFA0200})""";;
