table_id;x_axis_rc_code;y_axis_rc_code
C_07.00;120;290
F_18.00;122;923
J_04.00;50;630
C_13.01;650;540
F_18.00;107;350
F_23.02;40;190
D_07.00;50;360
C_114.00;130;x414_RO
J_05.00;60;580
C_75.01;100;390
C_114.00;180;x418_HK
C_75.01;20;1680
D_05.00;50;J62_09
J_02.00;20;570
C_17.01;100;130
F_18.00;952;930
C_75.01;100;2100
F_35.00;160;20
C_118.00;160;x417_IR
C_114.00;209;x418_BE
C_102.00;61;NULL
C_75.01;60;610
C_75.01;100;520
C_80.00;20;380
C_13.01;160;256
D_05.00;90;A1_43
D_05.00;30;A1_62
C_73.00;20;260
C_82.00;70;370
D_09.01;130;170
C_80.00;30;350
C_75.01;90;2120
C_66.01;25;100
C_73.00;50;1055
D_09.02;200;60
D_09.02;260;30
C_80.00;20;550
F_08.01;37;40
C_74.00;160;540
C_74.00;80;295
C_32.02;210;50
C_18.00;10;380
F_25.02;80;120
C_118.00;150;x415_TN
C_80.00;10;380
C_07.00;10;90
C_07.00;100;210
D_05.00;60;A3_1
J_05.00;310;270
C_75.01;100;890
C_75.01;70;2810
C_07.00;230;110
D_05.00;50;C26_51
C_25.00;50;30
D_05.00;110;C26_51
C_13.01;310;500
D_05.00;80;C33_2
C_75.01;100;1070
D_05.00;50;C20_42
C_114.00;170;x418_GR
C_07.00;70;160
C_18.00;50;130
F_20.04;26;70
C_75.01;80;1080
D_05.00;110;R91_01
C_80.00;30;440
F_18.00;107;520
C_73.00;50;985
C_13.01;90;590
C_13.01;30;640
J_04.00;140;520
D_05.00;50;G47_72
C_24.00;70;60
D_03.02;60;NULL
C_75.01;40;320
C_80.00;10;460
C_32.02;100;180
C_13.01;320;450
C_32.02;270;200
C_118.00;170;x415_AM
C_118.00;150;x416_CY
C_07.00;180;120
D_05.00;20;C18_11
C_34.03;10;120
C_14.00;202;NULL
C_114.00;190;x415_MU
D_05.00;80;R91_01
F_25.01;80;30
C_16.00;60;100
C_75.01;90;2080
C_75.01;80;1240
F_46.00;110;170
C_114.00;190;x416_KZ
J_05.00;40;220
C_13.01;290;450
F_10.00;40;160
C_13.01;320;560
D_05.00;30;P85_53
D_05.00;60;C26_3
D_03.01;60;B8_9_x85
C_75.01;80;2510
J_05.00;310;600
C_19.00;540;100
C_07.00;211;35
J_05.00;50;640
D_05.00;70;H49_41
C_24.00;170;50
C_74.00;140;323
C_13.01;170;254
D_07.00;90;430
J_07.00;280;640
D_05.00;20;S94_91
C_75.01;90;2690
D_07.00;110;430
C_114.00;205;x418_AE
C_13.01;840;500
C_84.00;20;210
M_01.00;20;250
D_05.00;20;G47_61
D_05.00;140;C11_05
C_75.01;100;330
C_23.00;70;140
D_05.00;50;L68_1
D_09.02;250;30
D_05.00;130;D35_12
D_05.00;80;A1_62
D_09.02;100;30
C_13.01;40;376
C_08.01;280;170
C_17.01;90;913
F_46.00;50;50
F_19.00;100;221
C_114.00;170;x416_KZ
C_08.01;140;50
C_07.00;60;180
C_13.01;260;480
D_05.00;120;A1_61
C_13.01;930;580
D_05.00;140;G46_32
J_05.00;20;600
D_05.00;20;N77_39
D_05.00;120;G46_18
C_75.01;40;530
C_74.00;120;325
C_13.01;60;540
F_35.00;80;10
C_13.01;870;361
C_75.01;20;1900
D_05.00;40;C25_62
D_05.00;50;F42_91
C_34.05;140;130
C_74.00;120;500
C_75.01;100;1820
D_05.00;50;G46_16
C_75.01;30;2770
C_81.00;80;20
C_13.01;30;390
D_05.00;70;G46_42
D_05.00;90;C28_25
C_74.00;60;265
C_66.01;25;1040
C_118.00;160;x418_AM
C_13.01;920;650
F_18.00;950;213
C_13.01;50;520
F_35.00;170;30
C_66.01;25;150
C_114.00;170;x417_AR
C_32.02;150;140
F_18.00;106;540
J_02.00;130;180
D_05.00;70;C17_21
C_13.01;310;600
C_75.01;70;630
C_114.00;190;x415_IL
C_81.00;20;30
J_04.00;120;640
C_66.01;10;610
F_15.00;100;200
D_09.01;130;140
C_75.01;80;2610
D_05.00;30;M74_3
J_06.00;290;570
C_17.01;90;40
C_118.00;190;x417_NC
F_08.01;37;110
C_71.00;60;10
F_15.00;100;182
C_120.04;140;x7_x130_x876_x15_x776
C_75.01;80;1220
C_40.00;20;410
C_118.00;202;x419_ES
C_22.00;60;210
C_05.02;30;80
C_75.01;80;2480
C_75.01;100;2780
C_75.01;20;1360
D_05.00;110;N79_9
C_74.00;90;291
C_40.00;20;350
C_118.00;190;x416_GG
C_114.00;204;x414_SK
C_80.00;10;320
C_114.00;170;x416_VE
C_114.00;208;x418_RU
D_05.00;40;C18_12
D_05.00;110;A1_42
F_18.00;58;227
J_05.00;270;590
C_80.00;110;750
C_13.01;680;480
C_74.00;110;309
C_91.00;170;30
C_13.01;650;470
C_34.01;10;40
C_08.01;90;50
D_05.00;50;N77_11
C_75.01;60;590
D_05.00;100;J61_1
C_13.01;10;390
C_101.00;130;NULL
J_05.00;40;140
D_05.00;140;A1_13
C_80.00;100;520
C_74.00;150;295
D_07.00;60;480
C_74.00;110;120
D_05.00;100;K66_11
C_120.01;120;x524
C_17.01;90;880
C_66.01;25;691
F_18.00;90;360
C_114.00;130;x415_TW
D_05.00;100;J58_11
D_05.00;90;F42_21
J_07.00;60;390
J_07.00;60;640
D_09.01;50;40
F_18.00;170;470
C_80.00;120;1090
C_75.01;100;2250
C_118.00;205;x414_HU
D_05.00;90;G47_3
C_114.00;160;x416_VN
D_05.00;100;A1_43
C_80.00;110;1010
C_74.00;110;100
C_75.01;20;510
J_08.00;40;120
C_75.01;80;730
C_22.00;90;470
F_23.03;140;170
C_13.01;880;510
C_05.02;20;150
C_114.00;150;x417_IR
C_73.00;30;970
C_80.00;120;660
C_117.00;20;NULL
C_16.00;71;120
C_74.00;100;540
C_16.00;90;40
C_13.01;880;670
C_118.00;209;x414_CH
C_75.01;40;1360
D_05.00;30;G46_62
C_75.01;60;570
D_05.00;30;K65_12
D_05.00;130;C32_2
C_74.00;110;140
D_05.00;50;C29_31
J_03.00;90;590
C_80.00;120;560
F_25.01;10;40
C_75.01;80;1970
C_118.00;190;x417_MC
D_05.00;50;N80_3
C_08.01;170;160
F_18.00;140;222
D_05.00;110;F43_33
D_05.00;70;S94_2
M_03.00;20;570
C_07.00;240;130
D_05.00;130;D35_14
C_66.01;10;290
C_13.01;230;670
C_40.00;20;330
D_05.00;30;N80_3
C_120.04;130;x7_x1285_x876_x15_x775
C_16.00;40;10
C_07.00;120;300
C_13.01;870;560
F_18.00;142;226
C_75.01;20;1150
D_05.00;40;A1_61
F_32.04;50;170
C_106.01;120;x523
C_11.00;40;60
J_04.00;120;620
D_05.00;110;F43_22
C_74.00;50;263
C_13.01;50;540
C_23.00;70;120
J_03.00;110;630
D_05.00;130;C11_07
F_23.02;140;410
F_32.01;55;20
D_05.00;70;G45_4
D_05.00;70;M73_12
D_05.00;20;S95_12
P_01.03;50;32
C_18.00;70;140
C_75.01;40;370
C_22.00;100;110
C_75.01;70;1290
F_04.09;90;7
D_05.00;110;G46_32
C_118.00;170;x418_IT
C_75.01;90;500
C_13.01;290;560
C_13.01;30;470
C_75.01;80;1500
C_08.01;270;50
C_80.00;40;980
C_80.00;20;340
C_114.00;180;x415_KZ
C_24.00;100;70
C_05.01;40;80
D_05.00;20;R90_01
C_75.01;100;2720
F_18.00;160;370
C_80.00;100;30
F_11.04;40;30
D_05.00;80;K64_91
C_114.00;206;x415_SD
C_13.01;10;660
C_74.00;130;30
C_106.01;100;x482
D_05.00;120;B8_99
C_81.00;90;150
J_05.00;60;160
D_05.00;110;G47_29
C_34.05;160;170
C_74.00;40;110
C_07.00;110;230
C_07.00;110;150
D_05.00;140;C28_3
C_08.01;180;170
J_05.00;60;390
C_07.00;60;120
D_05.00;80;S94_11
C_40.00;130;270
D_09.01;70;150
C_75.01;70;760
D_07.00;160;470
J_03.00;150;510
F_18.00;55;550
F_23.02;170;350
C_118.00;180;x418_AR
C_114.00;180;x418_FR
D_05.00;130;H49_41
C_75.01;70;1060
C_114.00;180;x416_MU
D_05.00;20;C19_2
C_33.00;270;90
J_03.00;40;580
D_05.00;120;H52_22
F_15.00;100;131
J_02.00;50;610
C_32.02;90;70
F_18.00;160;490
F_08.01;37;210
C_114.00;170;x414_SK
D_05.00;40;C32_2
J_02.00;140;160
C_114.00;150;x417_BJ
D_05.00;80;A1_13
F_08.01;37;80
C_118.00;180;x415_GG
C_13.01;110;590
C_23.00;20;140
D_05.00;40;H52_21
C_91.00;40;130
J_05.00;290;600
D_05.00;50;Q86_1
D_05.00;50;G45_11
C_91.00;60;110
C_08.01;171;160
D_05.00;100;P85_51
C_80.00;110;180
C_13.01;670;660
C_34.02;140;90
C_75.01;40;170
D_05.00;60;F43_1
D_05.00;130;A1_43
D_07.00;100;350
F_46.00;20;120
C_07.00;140;250
C_16.00;40;70
C_22.00;70;420
C_16.00;71;70
F_04.03.1;60;40
D_05.00;90;N81_22
C_13.01;170;340
C_75.01;90;2700
C_13.01;690;550
C_114.00;204;x414_HU
D_05.00;130;C10_72
J_06.00;30;630
F_46.00;85;150
D_07.00;150;330
C_75.01;40;1850
D_05.00;80;G46_16
C_18.00;70;13
J_05.00;300;160
C_73.00;30;280
C_66.01;25;66
D_07.00;20;400
C_24.00;110;90
C_66.01;25;900
C_73.00;30;120
C_80.00;120;730
C_74.00;120;180
C_21.00;30;100
C_114.00;204;x417_MZ
C_80.00;110;970
C_118.00;170;x416_GG
C_32.02;70;150
C_114.00;180;x417_VE
D_05.00;140;R91_04
C_118.00;190;x419_FR
D_05.00;70;S95_12
C_73.00;20;390
C_80.00;40;940
J_05.00;280;640
F_23.03;150;190
C_118.00;190;x416_CR
C_114.00;190;x415_MC
C_118.00;206;x418_JP
D_07.00;40;110
C_75.01;70;460
C_91.00;80;120
C_114.00;208;x415_MY
C_34.05;170;60
F_32.02;20;245
C_118.00;160;x415_VE
D_05.00;40;O84_25
C_73.00;30;1050
F_12.00;90;510
D_05.00;20;G46_49
C_05.02;60;80
C_13.01;910;550
C_22.00;80;70
C_13.01;240;630
D_07.00;60;420
C_40.00;130;40
J_02.00;10;610
C_13.01;660;540
F_18.00;55;340
D_05.00;40;C17_12
J_02.00;150;560
C_22.00;100;310
F_09.01.1;130;150
C_66.01;25;720
C_118.00;160;x415_CR
F_18.00;80;500
D_08.00;80;140
J_05.00;60;330
F_23.05;150;230
J_02.00;50;570
C_118.00;170;x417_VE
C_18.00;70;130
C_75.01;80;970
C_13.01;30;660
C_114.00;130;x414_CH
C_114.00;170;x414_RO
C_05.01;20;170
C_114.00;190;x414_CH
D_05.00;50;A1_28
C_34.05;160;210
F_04.10;30;50
D_05.00;110;C27_11
J_02.00;130;120
D_05.00;50;A1_13
C_32.02;220;160
C_40.00;70;90
D_07.00;70;270
D_05.00;140;G46_39
D_05.00;110;K64_91
R_05.00;20;10
C_29.00;360;NULL
C_23.00;30;140
C_118.00;190;x416_MC
C_114.00;205;x414_CZ
C_22.00;80;180
J_02.00;60;590
C_114.00;170;x416_ID
J_03.00;100;570
C_34.03;20;120
D_05.00;40;G46_42
R_04.01;30;0043_0043
D_05.00;140;E37
C_13.01;270;650
C_74.00;90;10
C_114.00;206;x415_PH
C_40.00;20;390
C_114.00;203;x414_BG
D_07.00;30;360
D_05.00;50;M72_2
F_23.03;120;80
C_75.01;70;650
D_05.00;80;G47_74
D_05.00;20;A1_43
C_08.01;270;160
C_18.00;50;60
C_07.00;110;300
C_13.01;670;470
C_118.00;190;x415_CY
J_06.00;310;640
D_09.01;30;180
C_13.01;910;450
C_17.01;100;912
C_13.01;130;570
M_03.00;20;290
C_13.01;130;610
C_75.01;40;2280
C_32.02;90;200
C_80.00;90;430
C_28.00;210;NULL
C_114.00;170;x415_NC
C_07.00;130;270
D_05.00;20;G46_74
C_74.00;50;570
D_05.00;40;C10_72
D_05.00;80;G46_34
C_114.00;205;x418_CH
C_13.01;260;570
C_80.00;10;270
C_66.01;10;66
F_23.03;170;170
R_04.01;40;0042_0042
F_25.01;110;70
F_11.04;40;160
C_18.00;50;230
D_05.00;110;H52_22
C_13.01;690;610
D_07.00;90;410
D_05.00;50;A1_3
C_80.00;90;140
C_75.01;90;2650
C_08.01;240;50
C_07.00;80;170
C_08.01;210;160
C_13.01;750;510
J_02.00;120;640
C_75.01;90;1670
C_83.00;60;110
C_80.00;90;210
D_05.00;70;N82_91
C_75.01;60;40
D_05.00;80;H49_31
C_07.00;240;300
J_06.00;50;590
C_80.00;90;970
D_05.00;40;R93_21
C_34.05;10;30
C_16.00;60;30
C_80.00;40;700
C_118.00;160;x415_GG
C_13.01;930;670
C_120.04;120;x6_x130_x876_x15_x776
C_71.00;30;10
F_23.05;90;230
C_118.00;180;x414_SE
D_05.00;130;G46_66
C_118.00;208;x418_AE
D_05.00;140;C33_2
C_16.00;110;40
C_23.00;40;120
C_80.00;100;260
D_05.00;130;A2_2
C_118.00;206;x418_CL
C_13.01;20;560
C_75.01;90;1930
C_115.00;140;NULL
D_05.00;130;F42_12
D_07.00;130;350
J_06.00;60;340
F_14.00;60;180
C_114.00;208;x417_AR
C_114.00;150;x417_ID
C_22.00;100;280
D_09.01;140;50
D_05.00;30;C10_83
C_66.01;10;1270
D_05.00;70;S94_92
C_75.01;20;2600
C_08.01;140;30
C_75.01;90;2590
C_75.01;20;1850
F_18.00;180;510
D_05.00;40;C10_52
C_75.01;70;420
C_08.01;255;160
C_75.01;40;2550
D_07.00;30;350
D_05.00;140;G47_74
F_18.00;80;460
D_05.00;130;Q87_9
C_114.00;207;x416_AR
D_05.00;140;H49_1
F_25.01;20;40
D_05.00;110;R90_03
C_75.01;40;980
C_75.01;40;2640
C_07.00;50;200
C_74.00;50;170
F_35.00;60;20
C_75.01;70;2010
J_04.00;30;590
D_09.01;80;180
C_75.01;80;2300
C_75.01;60;1590
C_25.00;40;10
C_114.00;203;x416_MZ
J_03.00;10;600
D_05.00;100;C24_44
F_18.00;70;440
C_73.00;30;70
C_66.01;10;256
C_75.01;70;1610
C_74.00;80;327
C_114.00;130;x415_MY
D_05.00;120;Q88_91
F_23.01;30;150
C_32.02;80;140
C_73.00;30;1330
C_75.01;70;2370
C_74.00;110;450
F_32.03;10;50
F_18.00;910;224
C_13.01;170;210
C_118.00;170;x416_VE
F_46.00;30;100
D_05.00;30;N77_29
C_13.01;30;253
C_114.00;190;x417_BH
C_106.01;120;x616
C_75.01;100;200
C_35.02;30;30
D_08.00;100;140
C_103.00;220;NULL
C_13.01;870;240
C_22.00;60;460
D_05.00;30;C11_05
D_05.00;20;S95_24
C_118.00;170;x415_DO
D_05.00;140;C13_93
C_73.00;20;1370
C_73.00;20;1180
C_17.02;90;NULL
F_23.02;170;390
F_18.00;191;420
C_75.01;80;1910
F_23.03;150;130
C_74.00;40;20
C_82.00;10;40
J_07.00;280;620
C_75.01;60;2050
C_74.00;50;420
F_32.02;65;250
C_13.01;90;650
J_05.00;300;580
J_05.00;280;580
F_12.00;30;10
F_18.00;143;213
C_07.00;230;70
C_34.02;100;110
D_03.01;60;B5_1_x90
D_07.00;160;420
D_09.01;140;190
C_14.01;420;NULL
C_82.00;90;20
C_80.00;10;370
D_05.00;110;C26_3
F_09.01.1;120;160
C_118.00;180;x416_CI
C_66.01;10;150
C_13.01;150;136
C_75.01;20;1130
C_17.01;90;210
C_74.00;80;50
C_13.01;870;540
C_80.00;100;370
D_05.00;90;G45_4
F_32.01;40;20
C_75.01;90;1730
C_13.01;120;650
C_75.01;40;1960
F_18.00;102;540
F_18.00;109;211
J_02.00;150;370
D_05.00;20;P85_32
C_71.00;50;10
C_08.02;230;NULL
C_114.00;180;x416_VN
C_22.00;100;70
D_05.00;130;G46_11
D_07.00;160;390
C_114.00;203;x415_TW
C_114.00;190;x417_GR
C_13.01;160;270
C_32.02;190;210
C_07.00;80;130
C_82.00;80;10
C_34.05;60;50
C_13.01;150;210
C_106.01;120;x505
D_05.00;100;C32_2
F_18.00;143;222
C_74.00;120;293
C_114.00;190;x416_EG
D_05.00;20;J61_9
F_18.00;160;500
C_118.00;190;x418_SG
J_04.00;120;580
C_114.00;207;x414_BG
D_05.00;120;G46_32
C_73.00;50;240
C_114.00;150;x415_TW
C_17.01;90;550
J_06.00;20;610
J_03.00;120;630
C_75.01;100;540
J_07.00;40;220
F_04.09;30;6
C_16.00;80;60
F_18.00;951;226
D_05.00;40;G46_17
C_118.00;180;x418_CZ
C_07.00;80;320
J_02.00;10;300
C_74.00;110;490
C_81.00;70;30
C_24.00;180;80
C_08.02;180;NULL
C_106.01;100;x575
C_75.01;40;2430
J_07.00;290;140
C_117.00;80;NULL
J_02.00;130;430
D_05.00;90;H49_2
F_18.00;180;400
C_22.00;70;360
F_11.04;50;180
D_05.00;140;C27_4
R_04.01;80;0041_0041
C_75.01;80;2290
C_32.01;40;210
C_75.01;70;170
D_05.00;40;C10_89
C_13.01;690;650
F_15.00;100;122
C_74.00;60;110
C_114.00;140;x414_CZ
C_08.02;10;NULL
F_23.02;40;170
C_74.00;130;120
C_40.00;70;410
C_118.00;180;x418_HK
F_18.00;122;490
C_32.02;60;210
D_03.01;70;B5_2_x90
J_06.00;60;570
D_05.00;20;G46_43
D_09.02;290;40
C_118.00;209;x414_DK
C_07.00;100;170
C_118.00;206;x418_AR
C_33.00;290;170
F_12.01;20;630
D_07.00;150;350
C_66.01;200;730
C_22.00;90;220
D_07.00;40;230
C_75.01;60;1670
C_18.00;20;360
C_75.01;60;1780
C_13.01;220;610
D_05.00;30;C27_4
F_04.09;100;5
F_20.04;22;30
D_05.00;110;I55_3
C_103.00;260;NULL
F_18.00;58;216
C_73.00;30;90
C_75.01;90;1180
D_08.00;100;120
C_80.00;100;930
D_05.00;60;H53_1
C_73.00;20;100
F_18.00;107;410
C_73.00;30;140
C_22.00;80;85
D_05.00;80;C27_11
C_28.00;320;NULL
F_23.01;30;160
C_13.01;40;373
D_07.00;100;440
C_74.00;160;570
C_13.01;310;660
J_02.00;10;130
C_13.01;660;640
D_09.02;280;60
D_03.02;30;NULL
C_34.02;100;70
C_07.00;140;90
J_03.00;150;50
D_05.00;130;L68_32
F_18.00;900;213
C_114.00;190;x414_TR
D_05.00;110;G46_18
C_34.05;130;40
C_75.01;90;1990
D_05.00;20;K64_19
C_75.01;60;1040
D_05.00;80;G45_19
J_04.00;150;10
D_05.00;50;G46_45
C_13.01;150;360
C_34.02;110;50
J_02.00;150;270
C_13.01;10;460
J_03.00;90;600
C_34.01;70;40
D_09.02;50;60
C_80.00;10;110
D_05.00;60;G46_16
C_34.01;90;70
C_14.00;304;NULL
C_74.00;110;70
D_05.00;20;J59_12
F_04.10;30;30
D_07.00;110;240
F_11.01;40;50
C_07.00;130;130
C_75.01;20;1040
C_105.01;20;NULL
D_07.00;20;420
C_114.00;206;x418_CA
D_05.00;100;G46_51
C_34.05;70;90
C_118.00;202;x414_SE
C_91.00;200;120
C_114.00;205;x418_IN
C_114.00;180;x415_TN
C_40.00;130;340
C_114.00;180;x418_CZ
D_05.00;40;K64_19
C_118.00;190;x415_NC
C_40.00;85;310
C_18.00;60;190
J_04.00;70;610
C_75.01;60;1400
C_32.02;150;70
C_80.00;10;210
C_17.01;90;530
J_06.00;60;590
C_13.01;730;510
C_114.00;204;x415_MO
F_23.05;120;230
D_05.00;120;K64_91
F_11.01;40;260
R_04.01;10;0020_0020
C_75.01;60;2770
F_15.00;80;41
C_32.02;120;200
F_35.00;90;30
C_114.00;205;x418_FR
C_34.05;130;190
J_05.00;40;370
D_07.00;100;470
C_13.01;880;480
C_114.00;170;x417_CI
C_91.00;140;90
D_05.00;50;C27_4
C_13.01;110;530
C_23.00;50;100
C_13.01;300;540
F_46.00;85;130
J_03.00;130;510
C_75.01;80;520
C_80.00;30;130
C_114.00;150;x417_KZ
C_120.04;190;x7_x130_x876_x15_x776
C_25.00;120;40
C_13.01;290;660
C_91.00;30;110
C_32.02;190;190
F_08.01;40;320
D_05.00;70;N82_92
C_13.01;250;480
C_13.01;120;630
C_13.01;40;660
C_34.05;70;100
C_120.01;120;x618
D_07.00;150;390
D_05.00;50;J58_29
C_07.00;120;190
C_114.00;190;x416_ID
C_13.01;860;350
C_82.00;80;30
D_05.00;40;C33_15
C_82.00;10;450
C_13.01;40;210
C_13.01;20;380
D_05.00;50;N81_3
C_66.01;10;50
C_28.00;250;NULL
D_05.00;50;C10_51
C_22.00;90;410
D_05.00;70;F43
C_118.00;180;x414_SI
D_05.00;110;F42_99
C_66.01;25;256
C_71.00;50;120
C_13.01;90;500
C_05.02;60;140
C_08.05.1;20;NULL
D_05.00;60;G47_81
F_32.02;50;190
C_13.01;70;500
C_74.00;140;560
F_18.00;142;213
D_05.00;140;A1_62
D_05.00;80;C10_51
C_34.02;190;130
C_09.04;20;100
C_114.00;207;x418_ES
F_04.03.1;40;10
C_82.00;70;60
D_07.00;140;470
J_03.00;30;600
C_13.01;250;460
D_05.00;110;K66_21
D_05.00;50;C18_13
M_02.00;30;200
F_18.00;197;380
F_23.01;50;190
C_22.00;70;300
F_04.03.1;20;10
C_16.00;110;20
F_18.00;109;224
C_13.01;90;550
C_13.01;10;373
C_106.01;120;x480
C_75.01;20;1770
J_02.00;140;300
C_114.00;190;x418_JP
D_07.00;40;480
C_75.01;20;1320
C_09.04;30;140
C_66.01;10;20
F_18.00;140;930
D_05.00;110;C32_99
F_04.09;90;9
C_75.01;40;1000
C_13.01;230;480
C_05.01;40;20
C_75.01;90;1100
F_23.01;30;190
C_120.01;50;x666
C_91.00;200;70
C_80.00;30;290
J_02.00;130;140
D_05.00;110;C25_3
F_35.00;50;20
D_07.00;30;480
C_75.01;80;1750
C_114.00;190;x414_SK
C_73.00;30;918
C_114.00;180;x417_CR
C_74.00;80;410
J_08.00;10;260
C_16.00;90;110
D_05.00;110;F42_91
C_75.01;20;560
J_02.00;140;190
C_08.05.1;40;NULL
J_07.00;40;140
C_07.00;230;80
C_114.00;190;x417_CL
F_18.00;951;231
C_34.02;150;120
C_66.01;25;1080
C_102.00;110;NULL
C_24.00;90;100
C_21.00;20;120
C_75.01;70;2750
D_05.00;130;C28_25
C_118.00;190;x417_CR
C_13.01;150;590
R_01.00;10;30
F_15.00;70;42
D_05.00;50;C21_1
C_66.01;25;170
D_09.01;110;120
R_12.00;100;40
F_35.00;30;20
C_120.01;120;x582
C_120.04;120;x2_x1285_x1284_x15_x822
C_74.00;130;160
F_18.00;180;490
F_12.01;125;565
C_114.00;160;x416_DO
C_13.01;130;580
C_75.01;20;490
C_73.00;20;520
C_75.01;70;270
C_114.00;206;x414_PL
D_05.00;30;S94_11
C_75.01;90;2240
C_105.01;130;NULL
C_118.00;203;x419_GB
D_05.00;50;D35_13
C_74.00;130;230
C_75.01;70;1100
F_23.02;130;380
C_17.01;90;70
C_114.00;209;x415_CO
C_101.00;140;NULL
J_05.00;30;160
F_32.01;50;15
C_13.01;220;590
C_118.00;150;x417_KY
D_05.00;20;H49_2
F_12.00;90;480
C_73.00;30;560
D_09.01;50;170
C_91.00;180;40
D_07.00;100;390
F_05.01;10;130
C_34.01;60;60
C_34.05;130;80
D_05.00;40;N77_4
C_16.00;50;50
C_66.01;25;130
C_66.01;25;510
C_118.00;150;x417_SN
F_11.04;30;70
C_32.02;40;190
D_05.00;40;C11_01
F_25.01;70;80
C_75.01;80;990
C_114.00;170;x415_MC
C_118.00;170;x415_BH
C_40.00;75;90
D_05.00;130;G47_62
D_05.00;30;C33_2
D_05.00;50;S96_03
C_35.02;20;10
F_09.02;10;70
C_66.01;25;440
C_120.02;100;x14_x50_x25
C_118.00;170;x418_RU
C_34.02;80;120
C_05.02;30;40
C_07.00;50;280
F_23.03;150;150
C_114.00;150;x415_SN
C_74.00;90;275
C_120.01;120;x484
F_18.00;107;390
C_114.00;205;x418_CA
C_106.01;100;x506
D_05.00;70;P85_51
C_80.00;20;80
D_09.02;70;40
C_75.01;100;2290
D_05.00;60;Q88_91
F_18.00;900;215
C_75.01;80;2720
C_34.02;80;70
C_13.01;40;430
F_09.01.1;130;80
F_35.00;180;40
C_82.00;70;320
C_22.00;100;220
F_18.00;197;340
J_04.00;110;620
F_18.00;952;211
C_74.00;90;297
D_05.00;70;C11_01
C_75.01;70;80
C_43.00;40;40
C_81.00;80;340
C_82.00;70;40
C_75.01;100;350
C_80.00;90;120
C_13.01;110;550
C_32.03;100;NULL
F_20.04;22;70
C_75.01;70;550
C_75.01;80;1180
C_07.00;240;35
C_118.00;170;x418_SG
C_75.01;90;1330
C_13.01;650;620
C_82.00;30;420
D_05.00;40;F42_21
C_118.00;190;x417_EG
C_24.00;160;80
D_05.00;30;C28_3
D_05.00;30;C23_62
C_08.01;256;160
C_13.01;20;600
D_05.00;70;D35_14
F_46.00;60;200
C_13.01;30;540
C_74.00;150;271
C_114.00;170;x417_DO
D_05.00;120;A1_13
C_120.06;70;NULL
C_80.00;40;650
C_34.03;10;10
D_05.00;140;G47_71
C_118.00;190;x414_x33
C_118.00;207;x418_NO
C_08.01;120;50
D_05.00;130;C10_89
J_02.00;110;620
C_05.01;40;91
C_13.01;30;520
C_13.01;10;500
M_02.00;10;450
C_32.02;200;200
D_05.00;50;C20_59
C_35.02;40;50
C_32.04;80;NULL
J_03.00;140;550
D_05.00;130;F41
C_75.01;90;910
C_118.00;204;x419_FR
C_13.01;650;580
D_05.00;60;F42_99
C_80.00;10;400
D_05.00;40;N78_3
F_18.00;122;226
C_13.01;20;376
C_118.00;209;x418_ES
D_05.00;130;C16_23
D_05.00;60;G46_9
D_05.00;110;J58_14
C_13.01;160;610
C_82.00;70;20
D_05.00;70;K64_3
D_05.00;80;G47_81
D_05.00;100;Q86_21
D_05.00;140;C25_5
C_13.01;80;550
C_18.00;50;150
C_13.01;20;361
F_23.03;150;60
D_05.00;110;S95_24
D_05.00;80;J59_14
F_18.00;950;211
D_09.02;230;30
C_118.00;180;x416_AM
C_118.00;208;x415_AR
C_20.00;450;120
C_118.00;190;x418_CH
D_05.00;90;H49_41
C_34.05;50;120
C_80.00;120;450
C_73.00;20;1430
R_04.01;30;0010_0010
D_05.00;20;G46_38
C_74.00;120;490
J_02.00;10;360
C_91.00;170;50
C_32.03;30;NULL
C_73.00;20;50
D_05.00;60;C10
D_05.00;120;C25_21
C_114.00;160;x416_CY
C_66.01;25;1020
C_74.00;50;230
C_75.01;100;2480
C_91.00;160;70
F_11.04;40;200
F_18.00;107;540
C_32.02;220;100
D_07.00;140;430
D_05.00;60;H49_31
C_118.00;160;x417_BJ
C_16.00;60;90
C_05.02;40;60
C_16.00;110;80
C_118.00;180;x417_GH
D_05.00;30;G47_82
C_118.00;180;x417_ID
C_13.01;680;510
C_34.05;20;30
C_32.02;190;60
C_75.01;70;110
F_11.01;40;100
C_75.01;90;1160
D_05.00;90;N78_3
C_75.01;20;530
F_15.00;100;30
C_28.00;50;NULL
C_114.00;170;x416_GR
D_05.00;40;S96_04
F_19.00;130;221
C_22.00;80;370
C_74.00;120;309
J_03.00;60;620
F_23.02;120;410
J_07.00;300;620
C_13.01;80;670
C_34.02;90;50
C_13.01;170;375
C_91.00;20;130
C_80.00;100;350
D_09.01;90;50
C_32.02;270;90
C_114.00;209;x418_IT
C_13.01;100;480
F_18.00;30;340
C_23.00;40;140
C_17.01;90;380
C_120.04;190;x6_x130_x876_x15_x776
C_74.00;80;271
D_09.01;20;150
D_05.00;80;J58_29
C_13.01;910;530
C_105.02;30;NULL
D_05.00;110;G46_1
C_34.01;100;30
C_05.02;50;80
D_05.00;50;N82_19
C_40.00;85;400
C_07.00;211;60
C_07.00;70;200
C_114.00;170;x417_BH
C_82.00;90;310
C_80.00;40;920
C_114.00;170;x416_BJ
D_05.00;40;C20_16
C_13.01;860;540
C_13.01;690;530
C_07.00;150;110
